Datetime,x,y,z,sum
2023-09-12 09:19:08.027,-0.004647359251976013,0.013936080038547516,-0.08872741460800171,0.08993534554266172
2023-09-12 09:19:08.063,-0.03882888704538345,-0.04952911660075188,-0.11917304992675781,0.1347702923098393
2023-09-12 09:19:08.164,-0.07000170648097992,0.001049751415848732,-0.05687534809112549,0.09020058818417447
2023-09-12 09:19:08.266,-0.05497290566563606,0.0033759158104658127,0.004900515079498291,0.05529405223825312
2023-09-12 09:19:08.367,-0.008762866258621216,-0.004082620143890381,0.010120272636413574,0.013995553956207774
2023-09-12 09:19:08.466,-0.007318735122680664,-0.015702389180660248,0.030465543270111084,0.035046800660258365
2023-09-12 09:19:08.563,0.026463016867637634,-0.005436325445771217,0.02390456199645996,0.03607316149621227
2023-09-12 09:19:08.666,0.042567260563373566,0.0035069547593593597,0.0030633211135864258,0.04282119031273274
2023-09-12 09:19:08.767,0.054878756403923035,0.013648618012666702,-0.027415931224822998,0.06284581102206445
2023-09-12 09:19:08.866,0.046351853758096695,-0.00692606158554554,-0.04639089107513428,0.06594375975514079
2023-09-12 09:19:08.966,0.028981147333979607,0.014143405482172966,0.0041983723640441895,0.03252028828184282
2023-09-12 09:19:09.066,0.011927014216780663,0.0039013680070638657,-0.014283597469329834,0.019013034926588526
2023-09-12 09:19:09.166,-0.020459817722439766,-0.0006052199751138687,-0.01468127965927124,0.02518948996878398
2023-09-12 09:19:09.266,-0.0028486307710409164,-0.019147569313645363,0.0054351091384887695,0.02010682767713144
2023-09-12 09:19:09.366,-0.032480388879776,0.006467936560511589,-0.005088746547698975,0.03350679343892813
2023-09-12 09:19:09.467,-0.017740342766046524,-0.011605624109506607,-0.01009833812713623,0.02348162484492829
2023-09-12 09:19:09.567,-0.03446231037378311,0.0011217296123504639,9.071826934814453e-05,0.0344806807274244
2023-09-12 09:19:09.666,-0.021189862862229347,-0.001335684210062027,0.018253743648529053,0.027999883885746923
2023-09-12 09:19:09.767,0.01902708411216736,0.013694627210497856,0.014660179615020752,0.027649477582599453
2023-09-12 09:19:09.867,0.02402203157544136,-0.010189147666096687,0.0478091835975647,0.05446645543303396
2023-09-12 09:19:09.971,0.0244164876639843,0.006341001018881798,0.024862945079803467,0.03541947489458703
2023-09-12 09:19:10.066,0.03821803629398346,-0.004895327612757683,-0.02111983299255371,0.043938933489990686
2023-09-12 09:19:10.169,0.02924191765487194,0.01346602663397789,-0.046545982360839844,0.05659462956303298
2023-09-12 09:19:10.266,-0.037836749106645584,0.01000739261507988,0.009084582328796387,0.04017831661481452
2023-09-12 09:19:10.372,-0.017754409462213516,0.002192024141550064,0.033981144428253174,0.03840237234654751
2023-09-12 09:19:10.467,-0.0017310809344053268,-0.005953136831521988,0.015425384044647217,0.016624648936478092
2023-09-12 09:19:10.569,0.0021711066365242004,-0.01650162786245346,-0.049352288246154785,0.05208325816680066
2023-09-12 09:19:10.669,0.002704571932554245,-0.0014619529247283936,-0.05329793691635132,0.05338653477452762
2023-09-12 09:19:10.769,-0.012500286102294922,0.012675335630774498,-0.003200829029083252,0.018087747025692037
2023-09-12 09:19:10.868,-0.0293180663138628,0.01617591828107834,-0.039478957653045654,0.05176676001056231
2023-09-12 09:19:10.972,-0.03284469246864319,-0.005792122334241867,-0.013406336307525635,0.035945129818725795
2023-09-12 09:19:11.072,-0.03163551539182663,-0.007605733349919319,0.023820042610168457,0.040324278590531726
2023-09-12 09:19:11.172,0.016868047416210175,-0.011830037459731102,0.026560842990875244,0.033614865615082895
2023-09-12 09:19:11.276,0.012352991849184036,0.010463638231158257,0.00908118486404419,0.018562113327784346
2023-09-12 09:19:11.370,0.009654121473431587,-0.0010420605540275574,-0.024028241634368896,0.025916102092360494
2023-09-12 09:19:11.473,-0.00012007728219032288,-0.003187369555234909,0.01735621690750122,0.017646869653725212
2023-09-12 09:19:11.572,0.010485228151082993,-0.0005756784230470657,-0.016071677207946777,0.019198182812533614
2023-09-12 09:19:11.675,0.02761591225862503,0.004038853570818901,-0.007972776889801025,0.029026128218850308
2023-09-12 09:19:11.778,0.01838907226920128,0.001919018104672432,0.005564391613006592,0.01930810874816242
2023-09-12 09:19:11.875,0.018412800505757332,0.006074994802474976,0.023499906063079834,0.03046608555900301
2023-09-12 09:19:11.979,-0.021922484040260315,0.005766797810792923,0.014082610607147217,0.026686535649997165
2023-09-12 09:19:12.077,-0.07180769741535187,-0.002284286543726921,0.02560579776763916,0.07627070376249204
2023-09-12 09:19:12.173,-0.048483435064554214,-0.024119118228554726,0.014709293842315674,0.05611362281230318
2023-09-12 09:19:12.275,0.006176462396979332,0.005282191559672356,0.006461620330810547,0.010382811407028337
2023-09-12 09:19:12.374,0.04948217421770096,-0.003269227221608162,0.00509333610534668,0.04985093263540253
2023-09-12 09:19:12.475,0.039134781807661057,0.007046110928058624,-0.022098422050476074,0.045491967241093376
2023-09-12 09:19:12.574,0.01397705078125,-0.001931479200720787,-0.06798779964447021,0.06943651388816321
2023-09-12 09:19:12.676,-0.030440039932727814,-0.005846025422215462,-0.08826833963394165,0.09355250839008074
