Datetime,x,y,z,sum
2023-09-21 07:27:18.593,0.01151750236749649,0.012140065431594849,0.0032082200050354004,0.017038976643842223
2023-09-21 07:27:18.656,0.006203547120094299,0.018737584352493286,-0.037617266178131104,0.04248105199914896
2023-09-21 07:27:18.759,-0.010471001267433167,0.03555959463119507,-0.018574118614196777,0.0414623265166314
2023-09-21 07:27:18.862,0.006495825946331024,0.01015135645866394,-0.019557595252990723,0.022972708259055803
2023-09-21 07:27:18.964,-0.00971878319978714,0.008351922035217285,-0.01583188772201538,0.020368063663719096
2023-09-21 07:27:19.071,-0.0029036253690719604,0.012821197509765625,-0.00958341360092163,0.01626825012454223
2023-09-21 07:27:19.159,-0.004959672689437866,0.007595628499984741,-0.016258597373962402,0.018618107155797373
2023-09-21 07:27:19.264,-0.002807147800922394,0.04934069514274597,-0.014098882675170898,0.05139224424593514
2023-09-21 07:27:19.365,0.004110313951969147,-0.002633005380630493,-0.010286808013916016,0.011386211715638705
2023-09-21 07:27:19.466,-0.0009814798831939697,-0.04638227820396423,0.03043299913406372,0.05548374960693422
2023-09-21 07:27:19.565,-0.0005914047360420227,0.04235166311264038,-0.040855228900909424,0.058848643625100665
2023-09-21 07:27:19.664,0.018554717302322388,0.005149185657501221,-0.03788703680038452,0.042499637699846445
2023-09-21 07:27:19.765,0.03101598471403122,0.023774772882461548,-0.004514157772064209,0.03933965879090381
2023-09-21 07:27:19.865,0.008764933794736862,-0.0009179115295410156,0.06182593107223511,0.06245087972919958
2023-09-21 07:27:19.963,0.03630856052041054,0.010676056146621704,0.011394858360290527,0.03952382242346022
2023-09-21 07:27:20.065,0.0032791700214147568,0.03701069951057434,-0.054007530212402344,0.06555423826065654
2023-09-21 07:27:20.162,-0.0030281823128461838,0.013938158750534058,0.014992594718933105,0.02069347853506279
2023-09-21 07:27:20.262,0.017833860591053963,-0.010912150144577026,-0.01039963960647583,0.02335110507670934
2023-09-21 07:27:20.364,-0.017669430002570152,0.00015753507614135742,-0.02722334861755371,0.03245526588812368
2023-09-21 07:27:20.463,0.0058560725301504135,-0.022045254707336426,0.03654605150222778,0.043080166213620937
2023-09-21 07:27:20.550,-0.002824762836098671,0.024972349405288696,-0.0331958532333374,0.04163606839975773
2023-09-21 07:27:20.650,-0.03423500061035156,-0.06534525752067566,0.08745777606964111,0.11441547335164803
2023-09-21 07:27:20.750,0.04658881202340126,0.15444961190223694,-0.1925104260444641,0.2511681989391263
2023-09-21 07:27:20.850,-0.06550757586956024,-0.015972405672073364,-0.029154598712921143,0.0734598588711613
2023-09-21 07:27:20.950,0.045093435794115067,0.013625234365463257,0.02301126718521118,0.052426933733539634
2023-09-21 07:27:21.050,-0.038649942725896835,-0.032424330711364746,0.024416446685791016,0.05604746348903875
2023-09-21 07:27:21.150,0.013729045167565346,0.016766995191574097,-0.005736827850341797,0.022417180972454487
2023-09-21 07:27:21.250,-0.0006522014737129211,-0.006195157766342163,0.00942450761795044,0.011297198340871457
2023-09-21 07:27:21.350,0.014816049486398697,-0.0097428560256958,-0.002858102321624756,0.017961272638700437
2023-09-21 07:27:21.450,0.023962154984474182,0.06494057178497314,-0.040500640869140625,0.08019828331124249
2023-09-21 07:27:21.550,-0.00947808101773262,-0.03314632177352905,0.04242616891860962,0.054667105977940944
2023-09-21 07:27:21.650,0.014846287667751312,-0.02656581997871399,-0.010597765445709229,0.03222526463967879
2023-09-21 07:27:21.750,-0.015103461220860481,-0.005089253187179565,0.004418373107910156,0.016538955824777976
2023-09-21 07:27:21.850,-0.01975060999393463,0.05919063091278076,-0.07159423828125,0.0949702708117543
2023-09-21 07:27:21.950,-0.012865742668509483,-0.012442529201507568,-0.016268551349639893,0.02418697232723732
2023-09-21 07:27:22.050,0.0018969438970088959,-0.008623689413070679,0.01118171215057373,0.014247705143629089
2023-09-21 07:27:22.150,0.003818698227405548,-0.003920704126358032,-0.00695347785949707,0.008849024315762
